"geoid","region_type","year","measure","value","measure_type"
"51125","county","2015","prevent_hosp_rate",50.43,"rate per 100k"
"51127","county","2015","prevent_hosp_rate",41.57,"rate per 100k"
"51131","county","2015","prevent_hosp_rate",54.88,"rate per 100k"
"51133","county","2015","prevent_hosp_rate",35.08,"rate per 100k"
"51135","county","2015","prevent_hosp_rate",69.21,"rate per 100k"
"51137","county","2015","prevent_hosp_rate",46.28,"rate per 100k"
"51139","county","2015","prevent_hosp_rate",93.1,"rate per 100k"
"51141","county","2015","prevent_hosp_rate",63.87,"rate per 100k"
"51143","county","2015","prevent_hosp_rate",60.21,"rate per 100k"
"51145","county","2015","prevent_hosp_rate",43.03,"rate per 100k"
"51147","county","2015","prevent_hosp_rate",73.71,"rate per 100k"
"51149","county","2015","prevent_hosp_rate",80.84,"rate per 100k"
"51153","county","2015","prevent_hosp_rate",48.98,"rate per 100k"
"51155","county","2015","prevent_hosp_rate",113.16,"rate per 100k"
"51157","county","2015","prevent_hosp_rate",58.19,"rate per 100k"
"51159","county","2015","prevent_hosp_rate",47.52,"rate per 100k"
"51161","county","2015","prevent_hosp_rate",45.97,"rate per 100k"
"51163","county","2015","prevent_hosp_rate",60.5,"rate per 100k"
"51165","county","2015","prevent_hosp_rate",67.51,"rate per 100k"
"51167","county","2015","prevent_hosp_rate",159.7,"rate per 100k"
"51169","county","2015","prevent_hosp_rate",105.51,"rate per 100k"
"51171","county","2015","prevent_hosp_rate",78.82,"rate per 100k"
"51173","county","2015","prevent_hosp_rate",76.82,"rate per 100k"
"51175","county","2015","prevent_hosp_rate",75.42,"rate per 100k"
"51177","county","2015","prevent_hosp_rate",71.61,"rate per 100k"
"51179","county","2015","prevent_hosp_rate",70.73,"rate per 100k"
"51181","county","2015","prevent_hosp_rate",58.22,"rate per 100k"
"51183","county","2015","prevent_hosp_rate",83.2,"rate per 100k"
"51185","county","2015","prevent_hosp_rate",130.12,"rate per 100k"
"51187","county","2015","prevent_hosp_rate",94.71,"rate per 100k"
"51191","county","2015","prevent_hosp_rate",90.4,"rate per 100k"
"51193","county","2015","prevent_hosp_rate",65.1,"rate per 100k"
"51195","county","2015","prevent_hosp_rate",126.14,"rate per 100k"
"51197","county","2015","prevent_hosp_rate",70.43,"rate per 100k"
"51199","county","2015","prevent_hosp_rate",41.68,"rate per 100k"
"51510","county","2015","prevent_hosp_rate",49.4,"rate per 100k"
"51515","county","2015","prevent_hosp_rate",61.67,"rate per 100k"
"51520","county","2015","prevent_hosp_rate",109.85,"rate per 100k"
"51530","county","2015","prevent_hosp_rate",56.58,"rate per 100k"
"51540","county","2015","prevent_hosp_rate",NA,"rate per 100k"
"51550","county","2015","prevent_hosp_rate",53.63,"rate per 100k"
"51570","county","2015","prevent_hosp_rate",NA,"rate per 100k"
"51580","county","2015","prevent_hosp_rate",NA,"rate per 100k"
"51590","county","2015","prevent_hosp_rate",53.82,"rate per 100k"
"51595","county","2015","prevent_hosp_rate",111.31,"rate per 100k"
"51600","county","2015","prevent_hosp_rate",44.15,"rate per 100k"
"51610","county","2015","prevent_hosp_rate",34.36,"rate per 100k"
"51620","county","2015","prevent_hosp_rate",69.92,"rate per 100k"
"51630","county","2015","prevent_hosp_rate",81.15,"rate per 100k"
"51640","county","2015","prevent_hosp_rate",84.51,"rate per 100k"
"51650","county","2015","prevent_hosp_rate",44.96,"rate per 100k"
"51660","county","2015","prevent_hosp_rate",NA,"rate per 100k"
"51670","county","2015","prevent_hosp_rate",90.22,"rate per 100k"
"51678","county","2015","prevent_hosp_rate",NA,"rate per 100k"
"51680","county","2015","prevent_hosp_rate",54.53,"rate per 100k"
"51683","county","2015","prevent_hosp_rate",NA,"rate per 100k"
"51685","county","2015","prevent_hosp_rate",49.67,"rate per 100k"
"51690","county","2015","prevent_hosp_rate",62.34,"rate per 100k"
"51700","county","2015","prevent_hosp_rate",38.35,"rate per 100k"
"51710","county","2015","prevent_hosp_rate",58.24,"rate per 100k"
"51720","county","2015","prevent_hosp_rate",125.99,"rate per 100k"
"51730","county","2015","prevent_hosp_rate",NA,"rate per 100k"
"51735","county","2015","prevent_hosp_rate",39.55,"rate per 100k"
"51740","county","2015","prevent_hosp_rate",37.39,"rate per 100k"
"51750","county","2015","prevent_hosp_rate",65.78,"rate per 100k"
"51760","county","2015","prevent_hosp_rate",51.41,"rate per 100k"
"51770","county","2015","prevent_hosp_rate",52.01,"rate per 100k"
"51775","county","2015","prevent_hosp_rate",56.51,"rate per 100k"
"51790","county","2015","prevent_hosp_rate",49.98,"rate per 100k"
"51800","county","2015","prevent_hosp_rate",51.07,"rate per 100k"
"51810","county","2015","prevent_hosp_rate",50.94,"rate per 100k"
"51820","county","2015","prevent_hosp_rate",48.13,"rate per 100k"
"51830","county","2015","prevent_hosp_rate",39.84,"rate per 100k"
"51840","county","2015","prevent_hosp_rate",71.3,"rate per 100k"
