"GEOID","NAME","population_2009","population_margin_2009","population_2010","population_margin_2010","population_2011","population_margin_2011","population_2012","population_margin_2012","population_2013","population_margin_2013","population_2014","population_margin_2014","population_2015","population_margin_2015","population_2016","population_margin_2016","population_2017","population_margin_2017","population_2018","population_margin_2018","population_2019","population_margin_2019","doctors_2009","doctors_2010","doctors_2011","doctors_2012","doctors_2013","doctors_2014","doctors_2015","doctors_2016","doctors_2017","doctors_2018","doctors_2019"
"51155210100","Census Tract 2101, Pulaski County, Virginia",6002,1418,6943,1412,7100,1466,7234,1594,7129,1625,7049,1502,6989,1526,6905,1499,6772,1428,6792,1750,6791,1718,2,2,3,2,2,2,2,2,2,2,2
"51155210201","Census Tract 2102.01, Pulaski County, Virginia",0,0,3645,977,3587,828,3565,829,3721,715,3728,751,3769,716,3762,681,3862,744,4062,941,3954,891,17,16,18,17,18,16,16,17,17,16,17
"51155210202","Census Tract 2102.02, Pulaski County, Virginia",0,0,3974,1027,3891,1099,3784,1072,3694,1015,3788,851,3701,775,3718,704,3833,725,3839,768,3682,773,7,6,6,6,5,6,6,6,6,6,6
"51155210300","Census Tract 2103, Pulaski County, Virginia",4164,1187,4103,1080,3957,1087,3969,1076,4097,1073,4239,1035,4374,1284,4452,1280,4538,1403,4383,1333,4269,1388,4,4,4,3,4,4,4,4,4,4,4
"51155210400","Census Tract 2104, Pulaski County, Virginia",5235,1407,5210,1568,5271,1545,5428,1633,5403,1638,5298,1576,4925,1473,5104,1829,4904,1787,4811,1777,4964,1724,1,1,1,1,1,1,1,1,1,1,1
"51155210500","Census Tract 2105, Pulaski County, Virginia",3036,801,2899,822,2916,893,2746,822,2794,681,2782,718,2915,819,2565,666,2662,706,2469,647,2358,611,0,0,0,0,0,0,0,0,0,0,0
"51155210600","Census Tract 2106, Pulaski County, Virginia",4332,882,4411,859,4178,878,4218,1065,4047,777,4131,742,4264,744,4303,757,4256,820,4435,838,4496,946,3,3,3,3,3,3,3,2,3,3,3
"51155210700","Census Tract 2107, Pulaski County, Virginia",3829,801,3778,733,4000,809,3925,580,3883,669,3615,545,3591,553,3608,560,3503,586,3443,604,3668,601,6,6,5,6,6,7,7,7,7,6,6
"51155980100","Census Tract 9801, Pulaski County, Virginia",0,0,0,127,0,95,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0
"51155980200","Census Tract 9802, Pulaski County, Virginia",0,0,0,127,0,95,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0
"51157950100","Census Tract 9501, Rappahannock County, Virginia",0,0,2849,525,2950,579,3048,520,2816,496,2862,512,2838,471,2718,417,2632,425,2812,441,3178,550,7,7,6,6,6,8,4,3,6,7,7
"51157950200","Census Tract 9502, Rappahannock County, Virginia",0,0,4527,814,4472,824,4392,854,4632,918,4584,904,4593,852,4698,736,4727,794,4520,893,4200,717,0,0,0,0,0,0,0,0,0,0,0
"51159040100","Census Tract 401, Richmond County, Virginia",0,0,5093,1281,5242,1088,4919,1042,4759,1113,4903,1272,4626,1050,4910,1133,5211,1401,5376,1374,5584,1531,3,5,5,4,4,4,4,4,4,4,4
"51159040200","Census Tract 402, Richmond County, Virginia",0,0,4235,1041,4068,653,4315,655,4381,1017,4169,1238,4363,617,3958,587,3662,589,3502,558,3300,547,0,0,0,0,0,0,0,0,0,0,0
"51161030100","Census Tract 301, Roanoke County, Virginia",3752,687,3715,689,3423,630,3471,684,3498,739,3563,784,3524,690,3584,670,3468,679,3610,732,3499,713,2,2,2,2,1,2,2,2,2,2,2
"51161030201","Census Tract 302.01, Roanoke County, Virginia",0,0,4590,923,4580,784,4563,753,4616,862,4372,738,4656,752,4580,742,4491,721,4574,806,4891,983,0,0,0,0,0,0,0,0,0,0,0
"51161030203","Census Tract 302.03, Roanoke County, Virginia",3736,603,3893,588,4129,556,4185,532,4216,558,4215,520,4259,480,4158,453,4157,500,4119,520,4138,644,1,1,1,1,1,1,1,1,1,1,1
"51161030204","Census Tract 302.04, Roanoke County, Virginia",7385,1733,7180,1371,6974,1496,7112,1527,6626,1220,6649,1351,6496,1273,6398,1303,6434,1238,6484,1199,6487,1292,23,19,18,22,22,22,19,21,23,21,21
"51161030205","Census Tract 302.05, Roanoke County, Virginia",3436,399,3708,430,3910,527,3829,512,3834,523,3889,583,3808,575,3859,586,3614,541,3602,562,3689,577,3,3,3,3,3,3,2,3,3,3,3
"51161030300","Census Tract 303, Roanoke County, Virginia",4139,1150,6767,1251,6744,1357,6534,1398,6659,1252,6553,1502,6534,1425,6493,1262,6701,1317,6880,1315,7051,1410,7,4,3,4,5,3,5,6,5,3,5
"51161030500","Census Tract 305, Roanoke County, Virginia",2591,435,3112,439,3085,441,3360,465,3602,479,3996,483,4135,502,4283,586,4506,485,4362,510,4197,505,5,5,5,3,7,4,4,3,5,6,5
"51161030600","Census Tract 306, Roanoke County, Virginia",7176,916,7436,813,7418,1035,7441,1033,7684,1177,7608,1316,7952,1288,8025,1248,7822,1214,7678,1136,7929,1248,4,5,12,6,10,9,8,8,11,4,5
"51161030701","Census Tract 307.01, Roanoke County, Virginia",6919,1248,6868,1039,7056,1181,6879,1159,6576,1067,6612,991,6653,1154,6407,1177,6625,1188,6763,1326,6916,1369,11,11,11,11,12,12,10,11,12,11,11
"51161030702","Census Tract 307.02, Roanoke County, Virginia",5397,1194,5270,1028,5550,1165,5726,1306,5818,1176,5983,1255,6202,1381,5971,1367,5893,1484,5682,1488,5435,1622,23,22,22,18,21,22,24,16,21,21,22
"51161030801","Census Tract 308.01, Roanoke County, Virginia",5854,1081,5705,1050,5631,1148,5535,1114,5779,1245,5685,1200,5714,1148,6057,1172,5944,1118,6004,1168,6162,1185,51,39,50,29,35,69,45,4,73,21,42
"51161030802","Census Tract 308.02, Roanoke County, Virginia",4837,870,4777,842,4890,977,4855,1016,4697,1006,4605,916,4717,1025,4818,994,4767,1135,4918,1103,4723,1095,1,1,1,1,1,1,1,1,1,1,1
"51161030900","Census Tract 309, Roanoke County, Virginia",5570,1171,5805,1156,5770,1353,5781,1163,5567,1040,5815,1134,5633,1196,5619,1381,5493,1281,5476,1161,5610,1145,31,27,31,37,28,33,29,27,37,31,30
"51161031000","Census Tract 310, Roanoke County, Virginia",3448,673,4026,875,4124,940,4060,1029,4213,1033,4011,964,3820,752,3722,769,3820,775,3787,794,3618,880,0,0,0,0,0,0,0,0,0,0,0
"51161031101","Census Tract 311.01, Roanoke County, Virginia",0,0,4581,1072,4533,1003,4725,1114,4635,992,4718,944,4547,948,4491,907,4329,823,4359,849,4266,916,1,1,1,1,1,1,1,1,1,1,1
"51161031102","Census Tract 311.02, Roanoke County, Virginia",0,0,3493,654,3562,630,3362,653,3467,561,3411,594,3615,669,3679,563,3740,631,3715,644,3648,475,10,10,10,8,11,9,10,11,10,9,10
"51161031201","Census Tract 312.01, Roanoke County, Virginia",0,0,4870,559,4704,610,4721,609,4897,704,5092,761,5128,664,5151,682,5412,704,5364,704,5380,744,0,0,0,0,0,0,0,0,0,0,0
"51161031202","Census Tract 312.02, Roanoke County, Virginia",0,0,5787,874,5940,1023,6293,965,6440,1101,6417,1111,6240,1204,6360,1180,6203,1063,6206,1030,6184,998,6,6,6,5,6,5,6,5,6,6,6
"51163930100","Census Tract 9301, Rockbridge County, Virginia",0,0,7475,2308,7189,2153,7828,2244,8130,2209,8117,2155,7947,2293,7905,2341,7742,2320,7533,2284,7590,2153,21,24,23,23,22,24,23,26,26,23,24
"51163930200","Census Tract 9302, Rockbridge County, Virginia",0,0,4457,870,4473,842,3933,851,3941,747,4087,831,3904,858,3869,829,4046,898,4045,966,4188,1039,0,0,0,0,0,0,0,0,0,0,0
"51163930300","Census Tract 9303, Rockbridge County, Virginia",0,0,6450,1421,6649,1542,6638,1533,6262,1394,6226,1418,6286,1530,6421,1554,6384,1661,6491,1801,6698,1857,0,0,0,0,0,0,0,0,0,0,0
"51163930400","Census Tract 9304, Rockbridge County, Virginia",0,0,3835,913,3993,977,3958,969,4012,922,3937,836,4307,882,4255,903,4268,951,4440,1118,4094,967,6,5,4,6,5,7,6,5,5,5,5
"51165010100","Census Tract 101, Rockingham County, Virginia",3258,513,3207,525,3156,469,3053,471,2880,426,2793,465,2861,489,2972,474,2864,460,2880,551,3195,684,0,0,0,0,0,0,0,0,0,0,0
"51165010200","Census Tract 102, Rockingham County, Virginia",3398,343,3537,431,3308,381,3166,415,3149,402,3509,455,3520,413,3569,431,3584,450,3539,417,3548,393,4,4,3,4,4,5,4,4,4,5,4
"51165010300","Census Tract 103, Rockingham County, Virginia",4799,674,4760,771,4549,853,4546,827,4699,754,4631,736,4606,742,4716,683,4726,668,4912,632,4942,735,4,4,4,4,4,4,4,4,4,4,4
"51165010400","Census Tract 104, Rockingham County, Virginia",2414,341,2580,427,2519,478,2454,429,2348,443,2364,383,2308,325,2422,349,2411,385,2271,370,2168,393,0,0,0,0,0,0,0,0,0,0,0
"51165010500","Census Tract 105, Rockingham County, Virginia",2503,591,2676,718,3037,747,2868,662,2903,565,2943,525,3048,538,3021,595,2797,497,2573,383,2564,400,0,0,0,0,0,0,0,0,0,0,0
"51165010600","Census Tract 106, Rockingham County, Virginia",3457,428,3467,506,3681,631,3828,561,3892,620,3961,579,4052,609,4065,633,4185,745,4136,671,4079,703,0,0,0,0,0,0,0,0,0,0,0
"51165010700","Census Tract 107, Rockingham County, Virginia",3139,532,3174,549,3178,561,3423,632,3234,548,3415,569,3564,555,3594,550,3686,543,3811,500,3901,550,0,0,0,0,0,0,0,0,0,0,0
"51165010800","Census Tract 108, Rockingham County, Virginia",5600,817,6094,900,6066,918,6188,958,6199,952,6500,1057,6105,941,6323,1059,6561,1055,6637,984,6676,976,10,9,10,10,8,10,9,10,9,9,9
"51165010900","Census Tract 109, Rockingham County, Virginia",2877,669,2845,533,2636,447,2509,461,2541,403,2532,414,2678,513,2574,539,2443,534,2570,671,2452,511,0,0,0,0,0,0,0,0,0,0,0
"51165011000","Census Tract 110, Rockingham County, Virginia",3051,732,3095,760,3129,762,3272,688,3337,707,3083,625,2972,591,2965,601,2970,660,2930,664,3089,806,0,0,0,0,0,0,0,0,0,0,0
"51165011100","Census Tract 111, Rockingham County, Virginia",3048,668,3146,628,3176,670,3340,675,3289,625,3379,721,3350,680,3424,635,3571,801,3671,831,3672,878,1,1,1,1,1,1,1,1,1,1,1
"51165011200","Census Tract 112, Rockingham County, Virginia",4657,877,4677,833,4868,861,4947,953,4951,843,5025,915,4979,1034,4740,976,4820,973,4551,834,4648,883,0,0,0,0,0,0,0,0,0,0,0
"51165011400","Census Tract 114, Rockingham County, Virginia",5744,1094,5759,1003,6093,1146,5888,1374,5934,1240,5715,1260,5482,960,5417,964,5258,1075,5757,1328,5388,1180,8,8,9,9,8,10,10,8,9,9,9
"51165011500","Census Tract 115, Rockingham County, Virginia",5654,627,5847,991,5796,918,5791,940,5954,1019,6004,1036,6005,1075,6057,958,6161,830,6090,884,6127,852,15,10,15,10,10,9,9,10,9,11,11
"51165011600","Census Tract 116, Rockingham County, Virginia",2233,689,2031,465,1961,329,2041,341,2138,330,2171,325,2084,280,2189,316,2197,292,2181,300,2111,275,2,2,2,2,2,2,2,2,2,2,2
"51165011700","Census Tract 117, Rockingham County, Virginia",2891,553,2735,543,2752,535,3027,520,3021,499,3189,421,3358,445,3621,488,3786,631,3892,722,4610,778,87,63,70,66,70,83,74,74,90,68,74
"51165011800","Census Tract 118, Rockingham County, Virginia",6991,1164,7466,1284,7586,1161,7864,1095,8158,1106,7719,1063,8135,1208,8294,1227,8208,1115,8567,1314,8743,1201,4,4,4,4,4,4,4,4,4,4,4
"51165011900","Census Tract 119, Rockingham County, Virginia",3124,601,3231,644,3493,618,3341,653,3387,637,3515,607,3644,759,3229,590,3337,699,3254,736,2971,563,0,0,0,0,0,0,0,0,0,0,0
"51165012000","Census Tract 120, Rockingham County, Virginia",4732,854,4595,738,4649,813,4807,738,4871,833,4897,740,5034,796,5235,1022,5088,986,5222,909,5400,995,3,3,3,3,3,3,3,3,3,3,3
"51167030100","Census Tract 301, Russell County, Virginia",0,0,5126,1588,4801,1447,4686,1562,4805,1483,4731,1582,4811,1612,4858,1576,4576,1452,4503,1298,4349,1430,0,0,0,0,0,0,0,0,0,0,0
"51167030200","Census Tract 302, Russell County, Virginia",0,0,5988,2207,5972,2148,5704,1973,5567,1869,5256,1743,5261,1805,5086,1809,5306,1854,4908,1819,5045,1873,14,17,13,13,17,14,14,15,12,14,14
"51167030300","Census Tract 303, Russell County, Virginia",0,0,3598,1078,3664,1070,3871,1236,3832,1154,3886,1247,3599,1110,3943,1254,3604,1019,3778,1057,3678,1073,1,1,1,1,1,1,1,1,1,1,1
"51167030401","Census Tract 304.01, Russell County, Virginia",0,0,5464,1822,5891,1764,5960,1764,5853,1644,6061,1823,6030,1777,5692,1705,5590,1710,5721,1702,5638,1811,16,16,19,17,21,12,23,8,19,16,15
"51167030402","Census Tract 304.02, Russell County, Virginia",0,0,2734,672,2614,570,2625,618,2644,665,2745,580,2718,631,2770,597,2905,601,2957,667,2919,592,3,3,3,3,3,3,3,3,3,3,3
"51167030500","Census Tract 305, Russell County, Virginia",0,0,2084,561,2154,470,2270,521,2296,428,2270,423,2251,452,2230,451,2265,457,1988,422,1954,448,6,8,7,7,7,8,7,7,7,7,7
"51167030600","Census Tract 306, Russell County, Virginia",0,0,3848,1228,3774,1202,3657,1185,3649,1166,3495,1060,3575,1114,3394,1018,3479,1041,3553,1172,3558,1209,4,4,4,4,4,4,4,4,4,4,4
"51169030100","Census Tract 301, Scott County, Virginia",4161,1040,4231,999,4108,956,3807,881,3546,721,3720,776,3716,834,3761,813,3872,953,3731,925,3309,725,3,3,4,2,4,4,4,4,3,5,4
"51169030200","Census Tract 302, Scott County, Virginia",4012,1283,3773,1202,3947,1304,4013,1147,4096,1127,4050,1082,4059,884,4084,983,4239,1218,4038,1074,4321,1034,5,5,6,4,6,6,6,5,6,7,6
"51169030300","Census Tract 303, Scott County, Virginia",3039,781,3546,1016,3887,1061,3770,832,3746,899,3734,893,3724,688,3467,761,3169,858,3104,800,2890,735,2,7,7,7,9,6,9,9,7,6,7
"51169030400","Census Tract 304, Scott County, Virginia",3725,890,3622,956,3643,922,3751,892,3779,787,3575,749,3589,708,3577,780,3737,808,3694,839,3873,787,2,2,2,2,2,2,2,2,2,2,2
"51169030500","Census Tract 305, Scott County, Virginia",3753,1116,4017,1127,3535,966,3701,905,3680,783,3883,813,3718,810,3594,737,3500,660,3553,727,3403,682,0,0,0,0,0,0,0,0,0,0,0
"51169030600","Census Tract 306, Scott County, Virginia",4081,983,4045,986,4090,947,4019,977,4093,801,3819,722,3764,777,3895,816,3773,886,3889,859,4106,989,8,9,8,10,8,8,7,8,8,8,8
"51171040100","Census Tract 401, Shenandoah County, Virginia",7095,1348,9048,1808,8901,1684,8667,1398,8601,1305,8691,1511,8611,1636,8595,1445,8546,1536,8472,1459,8561,1363,5,5,5,5,4,6,4,7,7,4,5
"51171040201","Census Tract 402.01, Shenandoah County, Virginia",0,0,2269,622,2087,567,2457,677,2500,617,2307,453,2419,519,2539,515,2292,488,2362,579,2588,384,1,1,1,1,1,1,1,1,1,1,1
"51171040202","Census Tract 402.02, Shenandoah County, Virginia",0,0,3469,785,3563,751,3577,795,3141,638,3178,644,3016,549,3024,519,3256,579,3414,602,3315,522,0,0,0,0,0,0,0,0,0,0,0
"51171040300","Census Tract 403, Shenandoah County, Virginia",4073,658,3828,652,4052,705,4251,624,4370,689,4491,784,4228,691,4217,587,4070,545,3939,548,3959,576,2,2,2,2,2,2,2,2,2,2,2
"51171040400","Census Tract 404, Shenandoah County, Virginia",2225,424,2324,382,2304,359,2307,400,2393,423,2299,407,2393,423,2547,422,2299,447,2460,458,2668,572,0,0,0,0,0,0,0,0,0,0,0
"51171040500","Census Tract 405, Shenandoah County, Virginia",7961,1809,8308,2082,8587,1700,8448,1703,8804,2091,8687,1899,8742,1894,8412,1985,8800,2107,8820,1976,8937,2019,25,23,21,21,23,17,23,24,24,20,23
"51171040600","Census Tract 406, Shenandoah County, Virginia",3579,705,3449,661,3416,643,3355,535,3603,647,3728,845,3820,776,3997,823,3978,768,3855,784,3644,627,0,0,0,0,0,0,0,0,0,0,0
"51171040700","Census Tract 407, Shenandoah County, Virginia",4471,803,4181,812,4172,803,4294,754,4143,691,4346,736,4635,674,4743,777,4823,772,4875,714,4639,747,5,5,5,5,5,5,5,5,5,5,5
"51171040800","Census Tract 408, Shenandoah County, Virginia",4936,1032,4592,838,4725,861,4720,860,4715,841,4818,789,4860,862,4783,825,4790,906,4848,904,4913,1022,7,7,7,7,7,7,7,7,7,6,7
"51173030100","Census Tract 301, Smyth County, Virginia",0,0,2888,896,2917,828,3099,878,3047,795,3267,872,3231,866,3279,755,3156,826,3195,898,3172,960,0,0,0,0,0,0,0,0,0,0,0
"51173030200","Census Tract 302, Smyth County, Virginia",0,0,4654,1371,4611,1341,4277,1197,4573,1086,4479,1053,4387,1029,4408,981,4564,980,4518,1038,4595,1154,8,7,7,6,7,7,8,7,7,7,7
"51173030301","Census Tract 303.01, Smyth County, Virginia",0,0,2874,769,2692,655,2684,583,2781,592,2652,493,2678,543,2781,563,2844,558,2726,561,2754,543,1,1,1,1,1,1,1,1,1,1,1
"51173030302","Census Tract 303.02, Smyth County, Virginia",0,0,4661,1107,4680,1187,4600,1303,4350,1160,4360,1230,4086,994,3844,912,3885,887,3826,859,3532,919,32,35,32,32,32,32,30,36,33,31,33
"51173030400","Census Tract 304, Smyth County, Virginia",0,0,2184,542,2300,532,2274,469,2073,403,2114,419,2273,465,2191,351,2091,356,2221,386,2198,385,0,0,0,0,0,0,0,0,0,0,0
"51173030500","Census Tract 305, Smyth County, Virginia",0,0,2787,642,2713,564,2643,479,2650,514,2477,487,2385,429,2628,522,2696,502,2630,542,2779,556,11,11,11,11,11,11,11,11,11,11,11
"51173030600","Census Tract 306, Smyth County, Virginia",0,0,2783,658,2742,635,2830,628,2782,686,2997,547,3119,860,2991,778,2786,681,2909,735,2824,773,0,0,0,0,0,0,0,0,0,0,0
"51173030701","Census Tract 307.01, Smyth County, Virginia",0,0,5483,1106,5192,1132,5422,1220,5027,1001,4988,977,4812,1038,4823,913,4515,912,4600,912,4588,1014,4,3,2,3,3,3,3,3,3,3,3
"51173030702","Census Tract 307.02, Smyth County, Virginia",0,0,4069,1016,4421,1033,4274,933,4696,1183,4542,1013,4763,1096,4568,964,4761,932,4434,823,4325,948,0,0,0,0,0,0,0,0,0,0,0
"51175200100","Census Tract 2001, Southampton County, Virginia",3991,573,4364,572,4220,571,4067,473,4283,500,4310,459,4221,606,4304,579,4357,674,4110,640,3980,639,3,3,3,3,3,3,3,3,3,3,3
"51175200200","Census Tract 2002, Southampton County, Virginia",2677,517,2963,541,2823,587,2670,643,2681,554,2790,523,2697,560,2838,612,2734,546,2613,443,2648,633,0,0,0,0,0,0,0,0,0,0,0
"51175200300","Census Tract 2003, Southampton County, Virginia",1336,200,1440,304,1561,684,1483,387,1372,284,1450,383,1354,310,1279,188,1291,196,1391,287,1280,208,1,1,1,1,1,1,1,1,1,1,1
"51175200400","Census Tract 2004, Southampton County, Virginia",6751,1249,6303,1238,6346,1193,6567,1261,6398,1190,6298,1117,6353,994,6258,1014,6081,1019,6121,1042,6266,1198,2,2,2,2,2,2,2,2,2,2,2
"51175200500","Census Tract 2005, Southampton County, Virginia",3422,589,3423,565,3623,556,3789,650,3710,580,3516,527,3785,540,3612,552,3626,565,3704,603,3706,589,2,2,2,2,2,2,2,2,2,2,2
"51177020104","Census Tract 201.04, Spotsylvania County, Virginia",4099,267,4358,810,4497,800,4762,939,4964,858,5028,959,4969,940,4773,973,4892,883,4838,989,4824,1039,0,0,0,0,0,0,0,0,0,0,0
"51177020105","Census Tract 201.05, Spotsylvania County, Virginia",0,0,2190,522,2274,523,2285,459,2262,387,2325,443,2249,375,2262,311,2212,396,2254,378,2204,343,0,0,0,0,0,0,0,0,0,0,0
"51177020106","Census Tract 201.06, Spotsylvania County, Virginia",0,0,5744,1365,5547,1355,5661,1407,5241,1282,5520,1687,5167,1261,6075,1580,6298,1851,6450,1644,6653,1693,13,14,12,13,14,14,14,12,15,12,13
"51177020107","Census Tract 201.07, Spotsylvania County, Virginia",0,0,1773,173,1851,240,1845,186,1992,138,1917,134,1888,135,1917,124,1867,113,1870,105,1970,142,0,0,0,0,0,0,0,0,0,0,0
"51177020108","Census Tract 201.08, Spotsylvania County, Virginia",0,0,4811,1776,4152,1062,4312,1041,4048,795,4185,815,4152,884,4189,831,4260,809,4493,926,4628,924,18,18,16,17,16,17,18,20,16,19,17
"51177020109","Census Tract 201.09, Spotsylvania County, Virginia",0,0,3474,853,3309,738,3630,802,3695,638,3424,582,3511,507,3766,505,3754,494,3877,559,3942,671,17,18,18,18,19,19,18,18,18,21,18
"51177020110","Census Tract 201.10, Spotsylvania County, Virginia",0,0,3738,739,3803,670,3817,587,3906,742,3696,770,4086,728,3857,735,3805,529,3794,531,3937,636,0,0,0,0,0,0,0,0,0,0,0
"51177020111","Census Tract 201.11, Spotsylvania County, Virginia",0,0,2410,228,2321,295,2182,297,2220,381,2206,197,2239,182,2309,198,2345,171,2275,175,2467,200,0,0,0,0,0,0,0,0,0,0,0
"51177020112","Census Tract 201.12, Spotsylvania County, Virginia",0,0,2684,314,3253,321,2894,415,2631,349,2860,294,2786,283,2806,180,2865,152,2916,134,2955,131,0,0,0,0,0,0,0,0,0,0,0
"51177020113","Census Tract 201.13, Spotsylvania County, Virginia",0,0,4240,937,4337,1347,4593,1208,4733,1111,4375,821,4314,1081,4445,792,4521,799,4404,824,4589,905,0,0,0,0,0,0,0,0,0,0,0
"51177020114","Census Tract 201.14, Spotsylvania County, Virginia",0,0,6164,524,5780,555,5844,381,5751,537,5679,495,5627,326,5880,330,6041,371,6003,347,6174,414,0,0,0,0,0,0,0,0,0,0,0
"51177020201","Census Tract 202.01, Spotsylvania County, Virginia",0,0,5781,956,6000,1109,5409,881,5640,1105,5830,1017,6019,1196,6405,1015,6798,1175,6965,1019,6745,1240,0,0,0,0,0,0,0,0,0,0,0
"51177020202","Census Tract 202.02, Spotsylvania County, Virginia",0,0,4623,933,4481,1061,4907,996,5045,1029,5139,980,4971,974,4862,987,4827,810,5131,916,5018,867,15,11,14,14,11,16,13,14,14,17,14
"51177020203","Census Tract 202.03, Spotsylvania County, Virginia",0,0,4674,688,4783,760,4807,795,4882,773,4972,710,5092,736,4985,592,4964,727,5036,663,4971,802,0,0,0,0,0,0,0,0,0,0,0
"51177020204","Census Tract 202.04, Spotsylvania County, Virginia",0,0,4117,609,4081,621,3935,566,4676,742,4199,615,4138,603,4049,515,4140,539,4098,502,4009,501,20,21,24,22,18,29,31,23,21,27,23
"51177020205","Census Tract 202.05, Spotsylvania County, Virginia",0,0,4898,666,4654,854,4440,673,4297,624,4410,699,4768,751,5209,717,5505,698,5990,708,6362,773,54,39,43,46,48,53,55,49,46,48,50
"51177020304","Census Tract 203.04, Spotsylvania County, Virginia",0,0,4255,848,4119,918,4119,1014,4122,972,4255,1029,4478,998,4436,822,4558,1032,4580,1045,4761,1083,6,6,6,6,5,6,6,7,6,7,6
"51177020305","Census Tract 203.05, Spotsylvania County, Virginia",0,0,3435,690,3304,831,3476,772,3292,709,3433,585,3533,623,3479,630,3634,659,3603,778,3355,621,12,6,11,7,12,9,10,10,10,11,10
"51177020306","Census Tract 203.06, Spotsylvania County, Virginia",0,0,4788,1209,5457,1261,5668,1232,5703,1136,6138,1300,6036,1308,6261,1110,6560,1277,6696,1339,6693,1376,17,18,13,15,15,13,17,17,14,18,16
"51177020307","Census Tract 203.07, Spotsylvania County, Virginia",0,0,3291,606,3431,804,3467,769,3899,799,3789,697,3944,761,3743,640,3756,631,3460,640,3529,673,0,0,0,0,0,0,0,0,0,0,0
"51177020308","Census Tract 203.08, Spotsylvania County, Virginia",0,0,3065,622,3685,528,3859,772,3930,645,3848,587,3961,662,4015,650,4041,575,3977,670,3843,674,0,0,0,0,0,0,0,0,0,0,0
"51177020309","Census Tract 203.09, Spotsylvania County, Virginia",0,0,5425,1035,5462,968,5533,905,5602,1103,6013,990,6349,1013,6109,780,6004,756,5641,790,5633,630,1,1,1,1,1,1,1,1,1,1,1
"51177020310","Census Tract 203.10, Spotsylvania County, Virginia",0,0,4444,808,4603,771,4689,992,4496,825,4485,734,4469,637,4529,684,4489,727,4648,637,4907,780,8,9,8,9,9,9,9,9,9,9,9
"51177020311","Census Tract 203.11, Spotsylvania County, Virginia",0,0,5235,1893,5482,2078,5526,2012,5572,1831,5709,1760,5603,1345,5411,1239,5368,1241,5586,1422,5828,1508,0,0,0,0,0,0,0,0,0,0,0
"51177020403","Census Tract 204.03, Spotsylvania County, Virginia",0,0,3312,1209,3517,1192,3942,1389,3870,1346,4042,1414,4061,1284,3897,1059,3711,1014,3727,972,3735,923,0,0,0,0,0,0,0,0,0,0,0
"51177020404","Census Tract 204.04, Spotsylvania County, Virginia",0,0,3281,1009,3146,1149,3391,1031,3590,973,3983,1047,3950,1016,3850,924,3712,903,3698,816,3639,905,0,0,0,0,0,0,0,0,0,0,0
"51177020405","Census Tract 204.05, Spotsylvania County, Virginia",0,0,3876,848,3780,781,3699,834,3673,770,3964,846,3789,835,3685,723,3471,609,3435,648,3407,601,1,1,1,1,1,1,1,1,1,1,1
"51177020406","Census Tract 204.06, Spotsylvania County, Virginia",0,0,2994,714,3130,894,2885,759,3148,797,3217,854,3540,860,3648,766,3641,905,3672,780,3650,707,0,0,0,0,0,0,0,0,0,0,0
"51177020407","Census Tract 204.07, Spotsylvania County, Virginia",0,0,4718,1253,4909,1363,5061,1464,5124,1518,5217,1322,5245,862,5505,800,5411,764,5486,878,5405,770,4,4,4,4,3,4,5,4,4,5,4
"51177020408","Census Tract 204.08, Spotsylvania County, Virginia",0,0,2414,336,2360,402,2216,298,2315,317,2342,287,2757,194,2824,169,2709,194,2809,188,3000,204,0,0,0,0,0,0,0,0,0,0,0
"51179010103","Census Tract 101.03, Stafford County, Virginia",3410,670,3216,703,3304,658,3309,695,3547,654,3594,747,3811,782,3902,737,3975,791,4303,978,3914,833,0,0,0,0,0,0,0,0,0,0,0
"51179010105","Census Tract 101.05, Stafford County, Virginia",5858,571,6877,1212,7121,1223,7384,1232,7507,1294,7311,1410,7035,1506,7691,1601,7826,1883,8112,1945,8099,1921,4,4,4,4,5,4,4,4,4,4,4
"51179010106","Census Tract 101.06, Stafford County, Virginia",2571,558,2945,618,2970,670,3107,557,3178,471,3240,451,3128,499,3089,517,2937,484,3002,502,3258,595,2,2,2,2,2,2,3,3,2,2,2
"51179010107","Census Tract 101.07, Stafford County, Virginia",0,0,2793,571,2859,584,2840,589,3017,604,3113,568,3318,531,3465,553,3849,622,3408,566,3207,496,0,0,0,0,0,0,0,0,0,0,0
"51179010108","Census Tract 101.08, Stafford County, Virginia",0,0,5119,993,5211,965,5323,1033,5602,1034,5883,1101,5811,1195,5993,886,5826,914,6111,887,6089,883,0,0,0,0,0,0,0,0,0,0,0
"51179010201","Census Tract 102.01, Stafford County, Virginia",3085,1619,2609,1348,1788,568,2259,839,2315,796,2148,872,2225,946,2020,1162,1809,418,1886,518,1996,406,0,0,0,0,0,0,0,0,0,0,0
"51179010202","Census Tract 102.02, Stafford County, Virginia",5846,884,5860,864,5951,907,6016,974,6117,1025,6015,943,6169,948,6361,902,6381,963,6686,967,6609,933,0,0,0,0,0,0,0,0,0,0,0
